-- this is a comment
1,b,c
0.48927760194055736,161,2015-06-07
0.13414191221818328,162,2014-01-01
0.6532940662000328,163,2013-02-04
0.7839241269975901,164,2014-01-01
0.9218092861119658,165,2015-06-07
0.25846377410925925,166,2014-01-01
0.513232899364084,167,2013-02-04
0.8585833215620369,168,2014-01-01
0.15141359437257051,169,2015-06-07
0.6414680171292275,170,2014-01-01
0.8254773479420692,171,2013-02-04
0.9722952956799418,172,2014-01-01
0.17312571965157986,173,2015-06-07
0.7100218711420894,174,2014-01-01
0.11071528936736286,175,2013-02-04
0.4167792545631528,176,2014-01-01
0.28462134511210024,177,2015-06-07
0.34115484985522926,178,2014-01-01
0.16889521083794534,179,2013-02-04
0.5470968980807811,180,2014-01-01
0.7972058276645839,181,2015-06-07
0.8586307468358427,182,2014-01-01
0.33227042364887893,183,2013-02-04
0.5157254862133414,184,2014-01-01
0.3716846921015531,185,2015-06-07
0.4367013480514288,186,2014-01-01
0.7424289954360574,187,2013-02-04
0.011101298732683063,188,2014-01-01
0.04690036573447287,189,2015-06-07
0.3718178519047797,190,2014-01-01
0.6581567621324211,191,2013-02-04
0.5296501570846885,192,2014-01-01
0.5889139326754957,193,2015-06-07
0.7859482080675662,194,2014-01-01
0.5045725854579359,195,2013-02-04
0.5935466135852039,196,2014-01-01
0.8721441542729735,197,2015-06-07
0.8912420100532472,198,2014-01-01
0.9395489171147346,199,2013-02-04
0.8487698957324028,200,2014-01-01
0.8114043741952628,201,2015-06-07
0.8246891377493739,202,2014-01-01
0.916008333908394,203,2013-02-04
0.7234151465818286,204,2014-01-01
0.9102544593624771,205,2015-06-07
0.7857727489899844,206,2014-01-01
0.22466210857965052,207,2013-02-04
0.025505915051326156,208,2014-01-01
0.3824444815982133,209,2015-06-07
0.9202642282471061,210,2014-01-01
0.8420487199909985,211,2013-02-04
0.8794207246974111,212,2014-01-01
0.7150139478035271,213,2015-06-07
0.9451045922469348,214,2014-01-01
0.3778390504885465,215,2013-02-04
0.4753685020841658,216,2014-01-01
0.7648762008175254,217,2015-06-07
0.7623094681184739,218,2014-01-01
0.27610702090896666,219,2013-02-04
0.013929508859291673,220,2014-01-01
0.1913601860869676,221,2015-06-07
0.5082075966056436,222,2014-01-01
0.3571330097038299,223,2013-02-04
0.06419592839665711,224,2014-01-01
0.6944953612983227,225,2015-06-07
0.9111690106801689,226,2014-01-01
0.44959419686347246,227,2013-02-04
0.8548345230519772,228,2014-01-01
0.751918294467032,229,2015-06-07
0.37454525963403285,230,2014-01-01
0.6094094880390912,231,2013-02-04
0.7927746551577002,232,2014-01-01
0.3866798933595419,233,2015-06-07
0.1241529646795243,234,2014-01-01
0.26754965679720044,235,2013-02-04
0.5212739612907171,236,2014-01-01
0.5901043773628771,237,2015-06-07
0.8865427181590348,238,2014-01-01
0.3287817800883204,239,2013-02-04
0.40427539264783263,240,2014-01-01
0.047014354262501,241,2015-06-07
0.4805321148596704,242,2014-01-01
0.7482290796469897,243,2013-02-04
0.443648359272629,244,2014-01-01
0.4684621696360409,245,2015-06-07
0.73139314702712,246,2014-01-01
0.2932466375641525,247,2013-02-04
0.1635809661820531,248,2014-01-01
0.5038602850399911,249,2015-06-07
0.19216596568003297,250,2014-01-01
0.3212739322334528,251,2013-02-04
0.029732934897765517,252,2014-01-01
0.8699806320946664,253,2015-06-07
0.6471669650636613,254,2014-01-01
0.3188068815506995,255,2013-02-04
0.2934822088573128,256,2014-01-01
0.6690972240176052,257,2015-06-07
0.40768099180422723,258,2014-01-01
0.6637636348605156,259,2013-02-04
0.04967854684218764,260,2014-01-01
0.49553321581333876,261,2015-06-07
0.7851231251843274,262,2014-01-01
0.9062336632050574,263,2013-02-04
0.02099678386002779,264,2014-01-01
0.16286329366266727,265,2015-06-07
0.6549071257468313,266,2014-01-01
0.887484326492995,267,2013-02-04
0.9254331726115197,268,2014-01-01
0.4488213905133307,269,2015-06-07
0.03980238945223391,270,2014-01-01
0.661046989960596,271,2013-02-04
0.1740422761067748,272,2014-01-01
0.026689433259889483,273,2015-06-07
0.6265937378630042,274,2014-01-01
0.03157274308614433,275,2013-02-04
0.11481024441309273,276,2014-01-01
0.9516792537178844,277,2015-06-07
0.9554251972585917,278,2014-01-01
0.6096233923453838,279,2013-02-04
0.10470065986737609,280,2014-01-01
0.6921466577332467,281,2015-06-07
0.8916870723478496,282,2014-01-01
0.7374188769608736,283,2013-02-04
0.3316075911279768,284,2014-01-01
0.6228473086375743,285,2015-06-07
0.7653532831463963,286,2014-01-01
0.07764731789939106,287,2013-02-04
0.6506688452791423,288,2014-01-01
0.39523068931885064,289,2015-06-07
0.7811254751868546,290,2014-01-01
0.6268463837914169,291,2013-02-04
0.015295417979359627,292,2014-01-01
0.9167480531614274,293,2015-06-07
0.1333627519197762,294,2014-01-01
0.07991874171420932,295,2013-02-04
0.21967608947306871,296,2014-01-01
0.007125480566173792,297,2015-06-07
0.8216456873342395,298,2014-01-01
0.11395127698779106,299,2013-02-04
0.3129699435085058,300,2014-01-01
0.09088058094494045,301,2015-06-07
0.9727128827944398,302,2014-01-01
0.8526741361711174,303,2013-02-04
0.49899329897016287,304,2014-01-01
0.2744036978110671,305,2015-06-07
0.2917139020282775,306,2014-01-01
0.053610240342095494,307,2013-02-04
0.9704548998270184,308,2014-01-01
0.5770100683439523,309,2015-06-07
0.49810640583746135,310,2014-01-01
0.6829374744556844,311,2013-02-04
0.5495289084501565,312,2014-01-01
0.48894661013036966,313,2015-06-07
0.5775046849157661,314,2014-01-01
0.8397181439213455,315,2013-02-04
0.05619486211799085,316,2014-01-01
0.7995713611599058,317,2015-06-07
0.3499670762103051,318,2014-01-01
0.24042321485467255,319,2013-02-04
0.4654021265450865,320,2014-01-01
0.5805488566402346,321,2015-06-07
0.24004268925637007,322,2014-01-01
0.1863242806866765,323,2013-02-04
0.6967155365273356,324,2014-01-01
0.9463491262868047,325,2015-06-07
0.4519777945242822,326,2014-01-01
0.24610675708390772,327,2013-02-04
0.19699953240342438,328,2014-01-01
0.8200839157216251,329,2015-06-07
0.711902339477092,330,2014-01-01
0.44189794454723597,331,2013-02-04
0.08488080906681716,332,2014-01-01
0.22173096239566803,333,2015-06-07
0.18651075032539666,334,2014-01-01
0.48471818561665714,335,2013-02-04
0.3746779642533511,336,2014-01-01
0.709196308394894,337,2015-06-07
0.5300196995958686,338,2014-01-01
0.4147206724155694,339,2013-02-04
0.28631364181637764,340,2014-01-01
0.5821697108913213,341,2015-06-07
0.039094189647585154,342,2014-01-01
0.40453286143019795,343,2013-02-04
0.4536244652699679,344,2014-01-01
0.7054864217061549,345,2015-06-07
0.8868007268756628,346,2014-01-01
0.9888350500259548,347,2013-02-04
7.153095211833715e-4,348,2014-01-01
0.7795009287074208,349,2015-06-07
0.7490921367425472,350,2014-01-01
0.41351202107034624,351,2013-02-04
0.8544513119850308,352,2014-01-01
0.29046941618435085,353,2015-06-07
0.5831164168193936,354,2014-01-01
0.9011911589186639,355,2013-02-04
0.4923995684366673,356,2014-01-01
0.7252044538035989,357,2015-06-07
0.9197702184319496,358,2014-01-01
0.6243248106911778,359,2013-02-04
0.5192639457527548,360,2014-01-01
0.2885777612682432,361,2015-06-07
0.002465902827680111,362,2014-01-01
0.9687351258471608,363,2013-02-04
0.770433591445908,364,2014-01-01
0.6331786727532744,365,2015-06-07
0.8943368503823876,366,2014-01-01
0.29660942777991295,367,2013-02-04
0.8026854498311877,368,2014-01-01
0.1410165661945939,369,2015-06-07
0.6921679496299475,370,2014-01-01
0.8450799051206559,371,2013-02-04
0.6782514802180231,372,2014-01-01
0.709726408822462,373,2015-06-07
0.6459013938438147,374,2014-01-01
0.9652031417936087,375,2013-02-04
0.7105199606157839,376,2014-01-01
0.8704796866513789,377,2015-06-07
0.909245137590915,378,2014-01-01
0.07893744274042547,379,2013-02-04
0.11787858791649342,380,2014-01-01
0.7812080211006105,381,2015-06-07
0.49780794768594205,382,2014-01-01
0.18294639862142503,383,2013-02-04
0.6724352561868727,384,2014-01-01
0.5602860252838582,385,2015-06-07
0.8040925865061581,386,2014-01-01
0.3173215836286545,387,2013-02-04
0.09244429157115519,388,2014-01-01
0.46540850633755326,389,2015-06-07
0.2602867898531258,390,2014-01-01
0.6113023434299976,391,2013-02-04
0.003954502288252115,392,2014-01-01
0.8092074578162283,393,2015-06-07
0.6009860192425549,394,2014-01-01
0.6862105580512434,395,2013-02-04
0.3766641584224999,396,2014-01-01
0.36656608572229743,397,2015-06-07
0.24872416001744568,398,2014-01-01
0.2776610697619617,399,2013-02-04
0.44370616343803704,400,2014-01-01
0.6764498604461551,401,2015-06-07
0.8886986330617219,402,2014-01-01
0.950150657678023,403,2013-02-04
0.9169971735682338,404,2014-01-01
0.9051899665500969,405,2015-06-07
0.3562325411476195,406,2014-01-01
0.5697930385358632,407,2013-02-04
0.11564977024681866,408,2014-01-01
0.24186946218833327,409,2015-06-07
0.14318136614747345,410,2014-01-01
0.8089594158809632,411,2013-02-04
0.8087606513872743,412,2014-01-01
0.21447784756310284,413,2015-06-07
0.14195799035951495,414,2014-01-01
0.7097028221469373,415,2013-02-04
0.631485277088359,416,2014-01-01
0.629499934380874,417,2015-06-07
0.8645164642948657,418,2014-01-01
0.20685596740804613,419,2013-02-04
0.7285065611358732,420,2014-01-01
0.1379401625599712,421,2015-06-07
0.3687440422363579,422,2014-01-01
0.32991937012411654,423,2013-02-04
0.5189319506753236,424,2014-01-01
0.42731066793203354,425,2015-06-07
0.9146990049630404,426,2014-01-01
0.9247238270472735,427,2013-02-04
0.6141069775912911,428,2014-01-01
0.5459273338783532,429,2015-06-07
0.06592890922911465,430,2014-01-01
0.4116654871031642,431,2013-02-04
0.9778282134793699,432,2014-01-01
0.19684464088641107,433,2015-06-07
0.36711595114320517,434,2014-01-01
0.8627614541910589,435,2013-02-04
0.20071530365385115,436,2014-01-01
0.5719070243649185,437,2015-06-07
0.4293232422787696,438,2014-01-01
0.2584700030274689,439,2013-02-04
0.7175710254814476,440,2014-01-01
0.6189564540982246,441,2015-06-07
0.9612821564078331,442,2014-01-01
0.1766005374956876,443,2013-02-04
0.637127848342061,444,2014-01-01
0.32965306052938104,445,2015-06-07
0.7509989028330892,446,2014-01-01
0.3547670869156718,447,2013-02-04
0.025192193454131484,448,2014-01-01
0.20676479628309608,449,2015-06-07
0.42278890521265566,450,2014-01-01
0.2819554046727717,451,2013-02-04
0.5941880124155432,452,2014-01-01
0.8447305378504097,453,2015-06-07
0.9651425601914525,454,2014-01-01
0.5263530707452446,455,2013-02-04
0.34259024634957314,456,2014-01-01
0.02679898450151086,457,2015-06-07
0.5089713816996664,458,2014-01-01
0.23572807712480426,459,2013-02-04
0.7690406506881118,460,2014-01-01
0.6368154208175838,461,2015-06-07
0.538696214556694,462,2014-01-01
0.6699066092260182,463,2013-02-04
0.8803625756409019,464,2014-01-01
0.0671099757310003,465,2015-06-07
0.6350722296629101,466,2014-01-01
0.5183427787851542,467,2013-02-04
0.8603757927194238,468,2014-01-01
0.25334428856149316,469,2015-06-07
0.14307815837673843,470,2014-01-01
0.362464971607551,471,2013-02-04
0.6958130572456867,472,2014-01-01
0.19460459565743804,473,2015-06-07
0.8651678215246648,474,2014-01-01
0.7414768226444721,475,2013-02-04
0.8018581522628665,476,2014-01-01
0.23909220029599965,477,2015-06-07
0.5257284780964255,478,2014-01-01
0.34469935041852295,479,2013-02-04
0.8409868832677603,480,2014-01-01
0.558284557890147,481,2015-06-07
0.8564677345566452,482,2014-01-01
0.9834182914346457,483,2013-02-04
0.5038272554520518,484,2014-01-01
0.4650518212001771,485,2015-06-07
0.11107090674340725,486,2014-01-01
0.07120234542526305,487,2013-02-04
0.9898794416803867,488,2014-01-01
0.7426902111619711,489,2015-06-07
0.8230506626423448,490,2014-01-01
0.8104502328205854,491,2013-02-04
0.5907515827566385,492,2014-01-01
0.8312724342104048,493,2015-06-07
0.6182947680354118,494,2014-01-01
0.2245388268493116,495,2013-02-04
0.1956540832761675,496,2014-01-01
0.2687998032197356,497,2015-06-07
0.547223501605913,498,2014-01-01
0.2036284094210714,499,2013-02-04
0.4506846421863884,500,2014-01-01
0.08037050580605865,501,2015-06-07
0.6736252764239907,502,2014-01-01
0.6649863189086318,503,2013-02-04
0.9184585250914097,504,2014-01-01
0.5889632385224104,505,2015-06-07
0.7030127339530736,506,2014-01-01
0.24997448129579425,507,2013-02-04
0.08194752992130816,508,2014-01-01
0.905614698305726,509,2015-06-07
0.7871955153532326,510,2014-01-01
0.37093092128634453,511,2013-02-04
0.9724141436163336,512,2014-01-01
0.16017372882924974,513,2015-06-07
0.6418166980147362,514,2014-01-01
0.10186335374601185,515,2013-02-04
0.9417607288341969,516,2014-01-01
0.13101114705204964,517,2015-06-07
0.22838270431384444,518,2014-01-01
0.6214994110632688,519,2013-02-04
0.3666652294341475,520,2014-01-01
0.11592765129171312,521,2015-06-07
0.558878002455458,522,2014-01-01
0.9265470285899937,523,2013-02-04
0.8527305605821311,524,2014-01-01
0.6505394221749157,525,2015-06-07
0.5634634753223509,526,2014-01-01
0.8455423291306943,527,2013-02-04
0.17999251303263009,528,2014-01-01
0.8817738005891442,529,2015-06-07
0.05156288086436689,530,2014-01-01
0.12128962436690927,531,2013-02-04
0.5099029871635139,532,2014-01-01
0.3093239541631192,533,2015-06-07
0.9168191391509026,534,2014-01-01
0.35657114489004016,535,2013-02-04
0.903951249551028,536,2014-01-01
0.40168053074739873,537,2015-06-07
0.8485320773907006,538,2014-01-01
0.7377275747712702,539,2013-02-04
0.8366654887795448,540,2014-01-01
0.840633693151176,541,2015-06-07
0.6928243807051331,542,2014-01-01
0.7108239585068077,543,2013-02-04
0.32876058714464307,544,2014-01-01
0.5510479961521924,545,2015-06-07
0.5348913008347154,546,2014-01-01
0.4830174243543297,547,2013-02-04
0.33911444898694754,548,2014-01-01
0.11626012856140733,549,2015-06-07
0.8406006854493171,550,2014-01-01
0.4610014425124973,551,2013-02-04
0.4622475204523653,552,2014-01-01
0.9949654757510871,553,2015-06-07
0.5265219919383526,554,2014-01-01
0.9922685362398624,555,2013-02-04
0.5757980088237673,556,2014-01-01
0.6873626904562116,557,2015-06-07
0.7440488387364894,558,2014-01-01
0.964950458612293,559,2013-02-04
0.4482953464612365,560,2014-01-01
0.6676713465712965,561,2015-06-07
0.020493971882387996,562,2014-01-01
0.6838837738614529,563,2013-02-04
0.4724709070287645,564,2014-01-01
0.11376103921793401,565,2015-06-07
0.6403983796481043,566,2014-01-01
0.6998787594493479,567,2013-02-04
0.7509103340562433,568,2014-01-01
0.6455491664819419,569,2015-06-07
0.017808031756430864,570,2014-01-01
0.5934007589239627,571,2013-02-04
0.7594352806918323,572,2014-01-01
0.06707747117616236,573,2015-06-07
0.9303612650837749,574,2014-01-01
0.6341611163225025,575,2013-02-04
0.6355255395174026,576,2014-01-01
0.12913936516270041,577,2015-06-07
0.8299839228857309,578,2014-01-01
0.29891451355069876,579,2013-02-04
0.5821470620576292,580,2014-01-01
0.3013376989401877,581,2015-06-07
0.5400510407052934,582,2014-01-01
0.8228214692790061,583,2013-02-04
0.23034453368745744,584,2014-01-01
0.9582704945933074,585,2015-06-07
0.2159973601810634,586,2014-01-01
0.7728238159324974,587,2013-02-04
0.08570530428551137,588,2014-01-01
0.356086551444605,589,2015-06-07
0.8494963413104415,590,2014-01-01
0.4067717301659286,591,2013-02-04
0.11135094845667481,592,2014-01-01
0.8166414401493967,593,2015-06-07
0.40585833019576967,594,2014-01-01
0.4115596127230674,595,2013-02-04
0.6811916504520923,596,2014-01-01
0.34821580024436116,597,2015-06-07
0.7670807298272848,598,2014-01-01
0.12862945534288883,599,2013-02-04
0.11758933681994677,600,2014-01-01
0.07441940507851541,601,2015-06-07
0.9056968947406858,602,2014-01-01
0.7522973073646426,603,2013-02-04
0.1359455359634012,604,2014-01-01
0.519635959295556,605,2015-06-07
0.1674660735297948,606,2014-01-01
0.5317488540895283,607,2013-02-04
0.0037235186900943518,608,2014-01-01
0.4527176204137504,609,2015-06-07
0.7186243191827089,610,2014-01-01
0.7684951073024422,611,2013-02-04
0.22875922778621316,612,2014-01-01
0.8014099032152444,613,2015-06-07
0.40674909204244614,614,2014-01-01
0.11183069529943168,615,2013-02-04
0.21634883992373943,616,2014-01-01
0.45730634639039636,617,2015-06-07
0.6058608384337276,618,2014-01-01
0.24806294264271855,619,2013-02-04
0.9064928251318634,620,2014-01-01
0.6889539852272719,621,2015-06-07
0.3423699459526688,622,2014-01-01
0.8936908629257232,623,2013-02-04
0.6326971654780209,624,2014-01-01
0.9000512133352458,625,2015-06-07
0.23354471218772233,626,2014-01-01
0.08627063338644803,627,2013-02-04
0.2175317092332989,628,2014-01-01
0.48693024343810976,629,2015-06-07
0.7956169138196856,630,2014-01-01
0.13361386791802943,631,2013-02-04
0.9476333050988615,632,2014-01-01
0.8464646011125296,633,2015-06-07
0.4667203158605844,634,2014-01-01
0.6574431387707591,635,2013-02-04
0.6326543816830963,636,2014-01-01
0.29388572880998254,637,2015-06-07
0.5232429893221706,638,2014-01-01
0.9174171520862728,639,2013-02-04
0.9773346725851297,640,2014-01-01
0.10212221834808588,641,2015-06-07
0.3887455842923373,642,2014-01-01
0.8207045211456716,643,2013-02-04
0.6976030978839844,644,2014-01-01
0.24372962582856417,645,2015-06-07
0.8603024969343096,646,2014-01-01
0.9578594274353236,647,2013-02-04
0.3787413025274873,648,2014-01-01
0.8207545294426382,649,2015-06-07
0.0746251919772476,650,2014-01-01
0.14598838496021926,651,2013-02-04
0.5805752885062248,652,2014-01-01
0.49572107288986444,653,2015-06-07
0.6584219918586314,654,2014-01-01
0.7547050379216671,655,2013-02-04
0.5447235039900988,656,2014-01-01
0.6335776797495782,657,2015-06-07
0.27261531655676663,658,2014-01-01
0.8243306812364608,659,2013-02-04
0.656321955146268,660,2014-01-01
0.20229759020730853,661,2015-06-07
0.7936179207172245,662,2014-01-01
0.6343747654464096,663,2013-02-04
0.5948417508043349,664,2014-01-01
0.5064197476021945,665,2015-06-07
0.7493965812027454,666,2014-01-01
0.32337849773466587,667,2013-02-04
0.494405098259449,668,2014-01-01
0.985402629012242,669,2015-06-07
0.0859188789036125,670,2014-01-01
0.20414226106368005,671,2013-02-04
0.8712458717636764,672,2014-01-01
0.5355612293351442,673,2015-06-07
0.5281904726289213,674,2014-01-01
0.43725553900003433,675,2013-02-04
0.5151317378040403,676,2014-01-01
0.6861780185718089,677,2015-06-07
0.011030476540327072,678,2014-01-01
0.03794992854818702,679,2013-02-04
0.1607459040824324,680,2014-01-01
0.7708356794901192,681,2015-06-07
0.598685588221997,682,2014-01-01
0.3286235402338207,683,2013-02-04
0.14324756362475455,684,2014-01-01
0.5453178558964282,685,2015-06-07
0.23615828179754317,686,2014-01-01
0.795836826087907,687,2013-02-04
0.23455833503976464,688,2014-01-01
0.3969678601715714,689,2015-06-07
0.07180018397048116,690,2014-01-01
0.2281199546996504,691,2013-02-04
0.6404317826963961,692,2014-01-01
0.8967476785182953,693,2015-06-07
0.7990200214553624,694,2014-01-01
0.19126865244470537,695,2013-02-04
0.711364186136052,696,2014-01-01
0.7858019764535129,697,2015-06-07
0.47587929968722165,698,2014-01-01
0.3450693504419178,699,2013-02-04
0.14361987821757793,700,2014-01-01
0.8948853157926351,701,2015-06-07
0.34728416707366705,702,2014-01-01
0.302682718494907,703,2013-02-04
0.10809028754010797,704,2014-01-01
0.5741678108461201,705,2015-06-07
0.5775085741188377,706,2014-01-01
0.2057839089538902,707,2013-02-04
0.457520117983222,708,2014-01-01
0.06762761808931828,709,2015-06-07
0.6368042610120028,710,2014-01-01
0.8050457260105759,711,2013-02-04
0.4449293853249401,712,2014-01-01
0.8372934367507696,713,2015-06-07
0.5597243888769299,714,2014-01-01
0.6941418678034097,715,2013-02-04
0.27315409970469773,716,2014-01-01
0.9463926895987242,717,2015-06-07
0.004483385244384408,718,2014-01-01
0.30180526804178953,719,2013-02-04
0.3917672059033066,720,2014-01-01
0.5435341352131218,721,2015-06-07
0.6748512468766421,722,2014-01-01
0.024898192146793008,723,2013-02-04
0.35733435139991343,724,2014-01-01
0.1446784643922001,725,2015-06-07
0.5780394587200135,726,2014-01-01
0.025106606306508183,727,2013-02-04
0.7532712847460061,728,2014-01-01
0.5069374369923025,729,2015-06-07
0.7884015259332955,730,2014-01-01
0.9408181635662913,731,2013-02-04
0.045632725581526756,732,2014-01-01
0.4153344619553536,733,2015-06-07
0.685084706870839,734,2014-01-01
0.4859450838994235,735,2013-02-04
0.6431300188414752,736,2014-01-01
0.4815569028723985,737,2015-06-07
0.2224865211173892,738,2014-01-01
0.2308428946416825,739,2013-02-04
0.23237141058780253,740,2014-01-01
0.6131044393405318,741,2015-06-07
0.34246426494792104,742,2014-01-01
0.9215705667156726,743,2013-02-04
0.8021542115602642,744,2014-01-01
0.6672619534656405,745,2015-06-07
0.07828324194997549,746,2014-01-01
0.9382602549158037,747,2013-02-04
0.36086379271000624,748,2014-01-01
0.043469503754749894,749,2015-06-07
0.7558695948682725,750,2014-01-01
0.576823357027024,751,2013-02-04
0.7091460239607841,752,2014-01-01
0.5251022819429636,753,2015-06-07
0.3685033516958356,754,2014-01-01
0.952768272254616,755,2013-02-04
0.6422962257638574,756,2014-01-01
0.8128195668105036,757,2015-06-07
0.617959086317569,758,2014-01-01
0.6165735211689025,759,2013-02-04
0.9881094028241932,760,2014-01-01
0.22938019037246704,761,2015-06-07
0.36589519563131034,762,2014-01-01
0.8523266420233995,763,2013-02-04
0.798475654097274,764,2014-01-01
0.5879980062600225,765,2015-06-07
0.7939296176191419,766,2014-01-01
0.2746660022530705,767,2013-02-04
0.4953751093707979,768,2014-01-01
0.1247333912178874,769,2015-06-07
0.543398960493505,770,2014-01-01
0.5573919585440308,771,2013-02-04
0.9676117612980306,772,2014-01-01
0.2920542168430984,773,2015-06-07
0.34966463735327125,774,2014-01-01
0.006167264422401786,775,2013-02-04
0.3239888676907867,776,2014-01-01
0.38458763365633786,777,2015-06-07
0.3720788701903075,778,2014-01-01
